date,region,product,units,price,revenue,marketing_spend,churn_rate
2024-07-02,LATAM,Blender,17,124.77,2121.14,89.16,0.047
2024-07-03,North America,Book,34,121.38,4126.91,215.13,0.129
2024-07-03,North America,Smartwatch,35,80.75,2826.42,204.69,0.128
2024-07-03,North America,Shoes,45,68.69,3090.86,294.23,0.1
2024-07-03,Europe,Smartwatch,41,149.46,6127.99,65.47,0.046
2024-07-03,Europe,Book,19,16.02,304.37,362.96,0.068
2024-07-03,Europe,Laptop,47,94.4,4436.65,113.92,0.059
2024-07-03,APAC,Book,41,58.27,2389.18,105.42,0.142
2024-07-03,APAC,Laptop,24,61.46,1475.05,226.96,0.128
2024-07-03,APAC,Smartwatch,54,135.17,7299.41,313.41,0.093
2024-07-03,APAC,Blender,52,92.43,4806.33,234.81,0.119
2024-07-03,LATAM,Laptop,27,110.29,2977.8,68.96,0.078
2024-07-03,LATAM,Camera,30,10.7,320.95,235.41,0.092
2024-07-03,LATAM,Shoes,47,20.28,953.06,98.28,0.038
2024-07-03,LATAM,Book,9,78.56,707.08,229.57,0.096
2024-07-04,North America,Headphones,5,118.96,594.8,190.27,0.094
2024-07-04,North America,Book,22,59.41,1307.1,338.9,0.118
2024-07-04,Europe,Smartwatch,29,76.8,2227.15,294.37,0.087
2024-07-04,Europe,Blender,51,126.09,6430.45,328.67,0.082
2024-07-04,Europe,Shoes,5,38.73,193.67,142.9,0.117
2024-07-04,Europe,Laptop,28,57.4,1607.25,202.44,0.07
2024-07-04,APAC,Smartwatch,53,33.74,1788.07,161.42,0.031
2024-07-04,APAC,Book,53,103.97,5510.18,195.22,0.113
2024-07-04,APAC,Headphones,49,143.33,7023.26,393.61,0.062
2024-07-04,LATAM,Camera,48,92.2,4425.81,170.44,0.086
2024-07-04,LATAM,Headphones,47,134.67,6329.31,130.72,0.093
2024-07-05,North America,Smartwatch,22,22.15,487.38,390.24,0.079
2024-07-05,North America,Book,14,73.87,1034.21,240.78,0.102
2024-07-05,North America,Shoes,17,131.72,2239.28,315.5,0.134
2024-07-05,North America,Blender,34,124.96,4248.56,173.38,0.071
2024-07-05,Europe,Camera,54,119.93,6476.23,224.95,0.041
2024-07-05,Europe,Laptop,53,118.47,6278.92,304.41,0.138
2024-07-05,Europe,Book,33,113.74,3753.27,196.62,0.032
2024-07-05,Europe,Shoes,58,13.23,767.38,135.87,0.079
2024-07-05,APAC,Smartwatch,24,51.28,1230.68,142.71,0.06
2024-07-05,APAC,Camera,24,98.51,2364.2,292.32,0.086
2024-07-05,LATAM,Camera,37,145.52,5384.1,359.17,0.083
2024-07-05,LATAM,Blender,52,20.58,1070.02,323.52,0.145
2024-07-05,LATAM,Book,14,123.72,1732.14,190.5,0.122
2024-07-05,LATAM,Shoes,28,138.0,3863.89,377.95,0.068
2024-07-06,North America,Smartwatch,46,46.05,2118.08,271.86,0.134
2024-07-06,North America,Headphones,16,124.17,1986.78,249.58,0.149
2024-07-06,North America,Laptop,39,105.34,4108.36,389.58,0.115
2024-07-06,North America,Book,27,10.26,276.92,307.41,0.087
2024-07-06,Europe,Smartwatch,20,33.34,666.86,220.98,0.053
2024-07-06,Europe,Laptop,41,55.12,2259.99,369.57,0.037
2024-07-06,Europe,Blender,57,93.36,5321.73,117.57,0.04
2024-07-06,Europe,Shoes,50,139.12,6955.91,294.5,0.038
2024-07-06,APAC,Camera,48,64.82,3111.22,279.18,0.121
2024-07-06,APAC,Laptop,5,31.3,156.51,370.87,0.092
2024-07-06,APAC,Smartwatch,15,130.51,1957.69,224.88,0.121
2024-07-06,LATAM,Camera,7,137.47,962.26,97.58,0.081
2024-07-06,LATAM,Headphones,9,86.12,775.11,392.28,0.114
2024-07-06,LATAM,Book,32,30.84,986.99,372.97,0.127
2024-07-06,LATAM,Smartwatch,12,87.53,1050.36,261.82,0.067
2024-07-07,North America,Smartwatch,24,29.41,705.79,115.64,0.048
2024-07-07,North America,Headphones,26,126.92,3299.8,273.19,0.053
2024-07-07,Europe,Laptop,53,17.49,927.14,215.86,0.128
2024-07-07,Europe,Shoes,29,135.59,3932.18,284.58,0.033
2024-07-07,Europe,Headphones,20,148.16,2963.26,147.47,0.076
2024-07-07,APAC,Headphones,19,17.73,336.91,318.91,0.113
2024-07-07,APAC,Smartwatch,41,64.11,2628.39,264.79,0.098
2024-07-07,APAC,Shoes,45,126.93,5711.81,121.94,0.071
2024-07-07,APAC,Camera,33,97.23,3208.57,171.95,0.145
2024-07-07,LATAM,Blender,37,47.7,1765.01,76.54,0.074
2024-07-07,LATAM,Camera,15,122.29,1834.3,172.35,0.097
2024-07-08,North America,Laptop,59,116.86,6894.79,313.85,0.102
2024-07-08,North America,Book,42,45.09,1893.8,198.1,0.083
2024-07-08,North America,Blender,47,24.75,1163.37,239.91,0.101
2024-07-08,North America,Camera,13,126.7,1647.05,389.84,0.14
2024-07-08,Europe,Headphones,39,41.27,1609.67,276.96,0.061
2024-07-08,Europe,Camera,52,118.75,6175.09,369.56,0.062
2024-07-08,APAC,Camera,10,24.09,240.86,379.07,0.065
2024-07-08,APAC,Laptop,29,59.11,1714.32,144.04,0.138
2024-07-08,LATAM,Blender,27,72.22,1949.86,309.07,0.054
2024-07-08,LATAM,Laptop,13,36.38,472.9,84.83,0.081
2024-07-08,LATAM,Smartwatch,45,114.46,5150.71,148.01,0.12
2024-07-09,North America,Smartwatch,46,142.43,6552.0,321.4,0.124
2024-07-09,North America,Headphones,19,102.47,1946.88,257.96,0.079
2024-07-09,North America,Camera,5,114.7,573.48,289.75,0.076
2024-07-09,Europe,Shoes,50,146.68,7333.96,322.17,0.056
2024-07-09,Europe,Headphones,59,34.51,2035.82,83.5,0.05
2024-07-09,Europe,Blender,16,107.11,1713.83,172.65,0.131
2024-07-09,Europe,Laptop,52,51.76,2691.77,173.67,0.138
2024-07-09,APAC,Smartwatch,59,39.53,2332.12,301.01,0.068
2024-07-09,APAC,Shoes,18,132.95,2393.09,157.23,0.036
2024-07-09,APAC,Book,28,43.46,1216.98,396.32,0.101
2024-07-09,APAC,Headphones,46,137.27,6314.58,81.94,0.068
2024-07-09,LATAM,Book,30,88.03,2640.84,294.12,0.032
2024-07-09,LATAM,Headphones,49,71.78,3517.33,238.96,0.086
2024-07-10,North America,Smartwatch,7,70.46,493.23,236.97,0.123
2024-07-10,North America,Camera,12,99.29,1191.46,336.69,0.066
2024-07-10,North America,Headphones,13,11.62,151.04,248.19,0.089
2024-07-10,North America,Book,49,41.61,2038.65,64.19,0.071
2024-07-10,Europe,Camera,8,63.67,509.34,156.86,0.122
2024-07-10,Europe,Blender,53,62.89,3333.41,57.49,0.032
2024-07-10,Europe,Book,59,23.64,1394.94,366.52,0.076
2024-07-10,APAC,Camera,6,98.03,588.21,116.28,0.09
2024-07-10,APAC,Shoes,48,127.72,6130.56,230.56,0.059
2024-07-10,APAC,Smartwatch,51,62.88,3206.92,238.98,0.076
2024-07-10,LATAM,Blender,12,116.49,1397.86,205.7,0.033
2024-07-10,LATAM,Smartwatch,48,41.62,1997.81,286.14,0.057
2024-07-10,LATAM,Laptop,15,73.47,1102.01,303.87,0.116
2024-07-10,LATAM,Camera,5,95.77,478.84,328.23,0.035
2024-07-11,North America,Laptop,11,137.19,1509.14,305.3,0.037
2024-07-11,North America,Shoes,16,113.36,1813.77,55.4,0.037
2024-07-11,North America,Book,51,88.8,4528.8,207.16,0.122
2024-07-11,North America,Camera,24,71.41,1713.77,349.3,0.08
2024-07-11,Europe,Camera,57,77.43,4413.34,90.4,0.041
2024-07-11,Europe,Headphones,15,22.38,335.74,119.63,0.123
2024-07-11,Europe,Smartwatch,41,109.67,4496.58,315.93,0.065
2024-07-11,Europe,Laptop,55,39.63,2179.61,159.29,0.08
2024-07-11,APAC,Shoes,34,10.59,359.91,284.46,0.05
2024-07-11,APAC,Camera,22,107.34,2361.38,338.87,0.072
2024-07-11,APAC,Smartwatch,9,111.76,1005.81,220.49,0.109
2024-07-11,APAC,Book,6,49.45,296.73,206.0,0.052
2024-07-11,LATAM,Laptop,35,58.02,2030.6,250.41,0.122
2024-07-11,LATAM,Headphones,49,66.39,3252.92,378.27,0.1
2024-07-11,LATAM,Smartwatch,49,12.13,594.48,111.35,0.143
2024-07-12,North America,Smartwatch,50,82.93,4146.68,60.36,0.142
2024-07-12,North America,Laptop,17,131.71,2239.07,126.33,0.102
2024-07-12,North America,Camera,55,143.63,7899.8,167.05,0.057
2024-07-12,Europe,Laptop,26,126.48,3288.45,53.11,0.046
2024-07-12,Europe,Book,11,92.62,1018.78,102.25,0.074
2024-07-12,Europe,Camera,50,73.71,3685.7,72.38,0.088
2024-07-12,Europe,Blender,6,142.41,854.48,123.99,0.141
2024-07-12,APAC,Laptop,33,135.33,4466.04,262.81,0.035
2024-07-12,APAC,Smartwatch,13,50.86,661.21,104.02,0.046
2024-07-12,LATAM,Headphones,48,13.32,639.36,329.54,0.13
2024-07-12,LATAM,Laptop,22,130.46,2870.19,90.72,0.091
2024-07-12,LATAM,Book,54,147.97,7990.11,314.37,0.037
2024-07-13,North America,Shoes,37,138.91,5139.74,260.74,0.1
2024-07-13,North America,Smartwatch,6,109.48,656.9,377.56,0.144
2024-07-13,Europe,Camera,13,52.53,682.84,279.36,0.041
2024-07-13,Europe,Headphones,41,62.16,2548.38,78.39,0.078
2024-07-13,Europe,Shoes,40,104.71,4188.32,301.69,0.097
2024-07-13,APAC,Laptop,51,112.12,5717.87,99.82,0.129
2024-07-13,APAC,Smartwatch,55,73.19,4025.32,185.4,0.06
2024-07-13,APAC,Camera,43,65.51,2817.0,58.33,0.035
2024-07-13,APAC,Headphones,40,110.62,4424.68,160.19,0.051
2024-07-13,LATAM,Shoes,41,22.53,923.76,311.32,0.136
2024-07-13,LATAM,Smartwatch,19,15.73,298.95,116.47,0.044
2024-07-14,North America,Headphones,48,141.04,6770.01,52.67,0.104
2024-07-14,North America,Blender,27,116.67,3150.01,319.47,0.146
2024-07-14,Europe,Smartwatch,23,60.97,1402.27,277.9,0.043
2024-07-14,Europe,Book,28,109.24,3058.61,274.13,0.105
2024-07-14,Europe,Blender,23,70.99,1632.71,394.63,0.041
2024-07-14,APAC,Book,11,124.1,1365.12,99.91,0.078
2024-07-14,APAC,Shoes,25,146.95,3673.68,349.28,0.144
2024-07-14,LATAM,Headphones,28,49.04,1373.24,286.22,0.11
2024-07-14,LATAM,Smartwatch,21,72.12,1514.57,105.0,0.132
2024-07-15,North America,Shoes,40,15.82,632.92,381.74,0.068
2024-07-15,North America,Blender,26,51.57,1340.73,133.43,0.13
2024-07-15,Europe,Book,15,129.63,1944.47,118.03,0.123
2024-07-15,Europe,Shoes,32,30.19,966.12,241.67,0.073
2024-07-15,Europe,Headphones,8,15.74,125.92,72.72,0.054
2024-07-15,APAC,Camera,24,97.9,2349.5,251.17,0.071
2024-07-15,APAC,Shoes,33,130.8,4316.24,110.03,0.056
2024-07-15,APAC,Smartwatch,19,15.76,299.42,73.24,0.048
2024-07-15,APAC,Book,30,74.17,2225.13,84.39,0.06
2024-07-15,LATAM,Book,59,127.84,7542.27,185.36,0.104
2024-07-15,LATAM,Laptop,56,23.8,1332.84,284.0,0.065
2024-07-15,LATAM,Headphones,29,31.32,908.19,283.73,0.13
2024-07-15,LATAM,Smartwatch,58,44.67,2591.09,85.57,0.093
2024-07-16,North America,Camera,57,76.23,4344.86,311.28,0.094
2024-07-16,North America,Blender,21,115.45,2424.46,226.94,0.074
2024-07-16,North America,Headphones,34,46.44,1578.8,152.02,0.047
2024-07-16,North America,Book,28,88.4,2475.09,193.9,0.138
2024-07-16,Europe,Camera,38,60.18,2286.83,196.24,0.059
2024-07-16,Europe,Smartwatch,24,99.19,2380.6,382.11,0.045
2024-07-16,Europe,Blender,38,114.03,4333.02,98.04,0.042
2024-07-16,Europe,Shoes,38,101.29,3849.03,298.22,0.057
2024-07-16,APAC,Laptop,28,149.91,4197.43,285.44,0.139
2024-07-16,APAC,Book,49,51.12,2505.1,63.1,0.107
2024-07-16,LATAM,Book,52,43.64,2269.04,209.45,0.088
2024-07-16,LATAM,Camera,21,50.22,1054.59,265.24,0.149
2024-07-16,LATAM,Laptop,20,116.08,2321.66,61.79,0.091
2024-07-17,North America,Laptop,54,85.59,4621.8,150.78,0.041
2024-07-17,North America,Shoes,37,135.88,5027.5,279.37,0.105
2024-07-17,North America,Headphones,27,89.61,2419.54,161.87,0.113
2024-07-17,North America,Book,39,18.88,736.42,306.42,0.115
2024-07-17,Europe,Blender,46,134.82,6201.55,127.82,0.119
2024-07-17,Europe,Smartwatch,8,66.69,533.52,296.38,0.065
2024-07-17,Europe,Book,11,143.8,1581.84,274.21,0.079
2024-07-17,Europe,Headphones,43,61.58,2648.0,183.34,0.06
2024-07-17,APAC,Camera,16,87.18,1394.88,246.11,0.081
2024-07-17,APAC,Headphones,25,43.24,1080.88,349.07,0.079
2024-07-17,LATAM,Blender,5,57.7,288.48,361.41,0.115
2024-07-17,LATAM,Camera,22,51.51,1133.32,94.02,0.144
2024-07-17,LATAM,Smartwatch,8,127.66,1021.31,77.16,0.092
2024-07-18,North America,Book,32,129.75,4152.07,141.06,0.114
2024-07-18,North America,Headphones,57,132.63,7560.02,173.07,0.038
2024-07-18,North America,Camera,43,112.91,4854.93,351.78,0.042
2024-07-18,North America,Smartwatch,41,41.92,1718.92,210.61,0.125
2024-07-18,Europe,Shoes,31,105.26,3263.11,285.68,0.098
2024-07-18,Europe,Smartwatch,37,106.47,3939.44,324.7,0.101
2024-07-18,Europe,Headphones,35,64.83,2268.94,80.93,0.137
2024-07-18,Europe,Blender,59,75.02,4426.47,96.05,0.077
2024-07-18,APAC,Headphones,30,130.92,3927.57,246.29,0.117
2024-07-18,APAC,Shoes,6,76.6,459.61,276.37,0.123
2024-07-18,APAC,Laptop,7,133.43,933.98,221.17,0.082
2024-07-18,APAC,Camera,53,145.89,7732.17,304.07,0.102
2024-07-18,LATAM,Book,30,13.55,406.53,360.09,0.111
2024-07-18,LATAM,Blender,20,137.31,2746.14,57.31,0.128
2024-07-18,LATAM,Shoes,13,20.64,268.35,299.71,0.099
2024-07-19,North America,Headphones,42,80.83,3394.94,277.02,0.132
2024-07-19,North America,Camera,50,93.13,4656.56,204.76,0.106
2024-07-19,Europe,Shoes,23,99.12,2279.65,240.74,0.058
2024-07-19,Europe,Camera,57,44.41,2531.49,246.72,0.047
2024-07-19,Europe,Blender,8,28.29,226.29,322.93,0.074
2024-07-19,APAC,Smartwatch,59,17.36,1024.29,314.95,0.068
2024-07-19,APAC,Shoes,54,148.54,8021.08,190.77,0.048
2024-07-19,APAC,Book,48,112.31,5390.96,149.93,0.147
2024-07-19,APAC,Laptop,55,140.15,7708.39,222.5,0.15
2024-07-19,LATAM,Blender,14,88.03,1232.44,126.94,0.099
2024-07-19,LATAM,Shoes,54,69.1,3731.4,135.78,0.049
2024-07-19,LATAM,Camera,12,76.47,917.6,157.6,0.098
2024-07-19,LATAM,Smartwatch,5,37.0,184.99,98.65,0.08
2024-07-20,North America,Camera,13,116.98,1520.73,206.22,0.11
2024-07-20,North America,Headphones,47,11.61,545.74,358.7,0.102
2024-07-20,Europe,Laptop,50,144.22,7211.17,270.68,0.074
2024-07-20,Europe,Camera,43,21.11,907.54,51.81,0.125
2024-07-20,Europe,Smartwatch,49,38.72,1897.49,154.72,0.116
2024-07-20,APAC,Blender,19,64.63,1227.94,279.55,0.063
2024-07-20,APAC,Book,31,30.16,934.81,165.91,0.05
2024-07-20,APAC,Laptop,46,96.34,4431.51,277.23,0.09
2024-07-20,APAC,Headphones,45,117.67,5295.36,375.59,0.072
2024-07-20,LATAM,Headphones,24,73.94,1774.56,146.72,0.063
2024-07-20,LATAM,Laptop,14,116.52,1631.21,346.54,0.094
2024-07-21,North America,Book,33,133.8,4415.55,213.0,0.08
2024-07-21,North America,Blender,13,85.17,1107.23,212.05,0.072
2024-07-21,Europe,Smartwatch,15,53.28,799.19,67.51,0.049
2024-07-21,Europe,Camera,16,116.51,1864.08,139.05,0.14
2024-07-21,APAC,Laptop,11,100.2,1102.22,189.29,0.108
2024-07-21,APAC,Camera,9,128.32,1154.91,375.15,0.138
2024-07-21,LATAM,Book,37,36.68,1357.26,62.35,0.07
2024-07-21,LATAM,Shoes,27,110.19,2975.13,364.02,0.092
2024-07-22,North America,Laptop,21,32.93,691.46,219.6,0.087
2024-07-22,North America,Smartwatch,12,70.56,846.75,326.58,0.096
2024-07-22,Europe,Smartwatch,43,47.92,2060.64,161.19,0.058
2024-07-22,Europe,Book,37,57.04,2110.38,264.22,0.072
2024-07-22,Europe,Headphones,52,80.91,4207.18,327.4,0.148
2024-07-22,Europe,Camera,40,114.94,4597.55,350.06,0.147
2024-07-22,APAC,Blender,15,144.18,2162.69,253.24,0.062
2024-07-22,APAC,Headphones,22,87.24,1919.25,356.68,0.099
2024-07-22,APAC,Book,43,107.76,4633.69,149.12,0.075
2024-07-22,APAC,Laptop,29,10.94,317.35,101.83,0.099
2024-07-22,LATAM,Shoes,57,140.93,8032.81,126.47,0.049
2024-07-22,LATAM,Book,45,53.14,2391.08,337.36,0.134
2024-07-22,LATAM,Headphones,9,39.32,353.92,217.61,0.126
2024-07-23,North America,Smartwatch,56,110.17,6169.28,185.11,0.089
2024-07-23,North America,Blender,19,140.24,2664.56,106.81,0.133
2024-07-23,Europe,Headphones,13,74.3,965.9,290.15,0.135
2024-07-23,Europe,Smartwatch,40,98.23,3929.24,196.25,0.043
2024-07-23,Europe,Book,51,148.07,7551.77,210.69,0.112
2024-07-23,APAC,Book,9,119.6,1076.38,190.04,0.141
2024-07-23,APAC,Headphones,54,49.57,2676.86,70.12,0.094
2024-07-23,APAC,Laptop,40,55.46,2218.41,144.52,0.125
2024-07-23,APAC,Smartwatch,26,137.52,3575.46,129.42,0.038
2024-07-23,LATAM,Camera,34,21.61,734.85,61.08,0.06
2024-07-23,LATAM,Headphones,24,23.17,556.06,326.38,0.042
2024-07-23,LATAM,Blender,54,130.09,7024.73,64.1,0.059
2024-07-24,North America,Headphones,22,48.8,1073.62,329.26,0.06
2024-07-24,North America,Laptop,37,81.36,3010.18,219.85,0.15
2024-07-24,Europe,Laptop,11,121.98,1341.74,189.43,0.1
2024-07-24,Europe,Headphones,30,98.08,2942.53,206.41,0.093
2024-07-24,APAC,Smartwatch,54,149.5,8072.91,387.43,0.11
2024-07-24,APAC,Laptop,47,61.31,2881.69,203.11,0.038
2024-07-24,APAC,Camera,55,114.27,6285.06,395.57,0.033
2024-07-24,APAC,Shoes,52,99.54,5176.26,351.52,0.086
2024-07-24,LATAM,Headphones,19,98.14,1864.7,294.93,0.079
2024-07-24,LATAM,Blender,33,108.54,3581.73,235.76,0.087
2024-07-24,LATAM,Camera,29,47.24,1370.04,321.18,0.14
2024-07-24,LATAM,Laptop,26,12.77,332.05,305.93,0.128
2024-07-25,North America,Headphones,45,18.55,834.75,268.16,0.045
2024-07-25,North America,Camera,6,124.88,749.3,240.44,0.03
2024-07-25,North America,Smartwatch,47,88.95,4180.81,393.98,0.108
2024-07-25,North America,Shoes,11,79.4,873.35,198.17,0.126
2024-07-25,Europe,Camera,54,66.78,3606.33,188.95,0.101
2024-07-25,Europe,Laptop,40,30.08,1203.16,108.59,0.067
2024-07-25,Europe,Smartwatch,42,20.01,840.58,283.47,0.144
2024-07-25,Europe,Shoes,53,118.65,6288.33,258.63,0.064
2024-07-25,APAC,Camera,13,144.44,1877.76,110.0,0.084
2024-07-25,APAC,Laptop,38,130.91,4974.43,57.96,0.144
2024-07-25,APAC,Headphones,52,117.78,6124.39,219.44,0.075
2024-07-25,APAC,Shoes,46,117.64,5411.37,166.6,0.127
2024-07-25,LATAM,Camera,25,148.11,3702.82,65.65,0.078
2024-07-25,LATAM,Blender,10,95.63,956.29,377.75,0.094
2024-07-25,LATAM,Laptop,16,39.61,633.77,253.03,0.088
2024-07-25,LATAM,Smartwatch,53,123.45,6542.9,188.31,0.083
2024-07-26,North America,Shoes,44,142.33,6262.72,161.14,0.096
2024-07-26,North America,Camera,36,91.64,3299.2,363.64,0.12
2024-07-26,North America,Headphones,10,120.17,1201.69,56.28,0.049
2024-07-26,North America,Blender,25,80.28,2006.98,98.76,0.094
2024-07-26,Europe,Blender,39,67.21,2621.28,396.68,0.05
2024-07-26,Europe,Smartwatch,48,136.47,6550.49,162.52,0.143
2024-07-26,APAC,Shoes,26,94.74,2463.18,149.74,0.098
2024-07-26,APAC,Camera,43,30.58,1314.93,281.38,0.082
2024-07-26,LATAM,Camera,36,137.05,4933.84,156.82,0.117
2024-07-26,LATAM,Smartwatch,43,82.86,3562.78,225.56,0.138
2024-07-26,LATAM,Blender,24,47.66,1143.94,65.52,0.074
2024-07-26,LATAM,Shoes,53,147.24,7803.85,276.5,0.127
2024-07-27,North America,Shoes,22,57.76,1270.67,58.2,0.122
2024-07-27,North America,Headphones,31,27.64,856.95,156.76,0.097
2024-07-27,North America,Camera,56,110.92,6211.59,122.2,0.042
2024-07-27,Europe,Camera,46,103.63,4766.84,370.39,0.059
2024-07-27,Europe,Headphones,51,19.64,1001.88,354.77,0.056
2024-07-27,APAC,Laptop,52,136.87,7117.04,90.73,0.128
2024-07-27,APAC,Smartwatch,25,10.1,252.57,187.4,0.043
2024-07-27,APAC,Blender,17,118.72,2018.32,238.23,0.053
2024-07-27,APAC,Camera,59,124.33,7335.63,66.87,0.1
2024-07-27,LATAM,Shoes,19,51.4,976.65,191.41,0.044
2024-07-27,LATAM,Headphones,59,49.13,2898.84,226.36,0.083
2024-07-27,LATAM,Smartwatch,51,64.27,3277.74,74.96,0.071
2024-07-27,LATAM,Laptop,57,37.46,2135.43,393.73,0.133
2024-07-28,North America,Headphones,21,105.32,2211.79,96.59,0.062
2024-07-28,North America,Book,12,18.48,221.76,270.95,0.11
2024-07-28,Europe,Book,33,102.13,3370.24,127.54,0.043
2024-07-28,Europe,Smartwatch,53,34.59,1833.35,214.78,0.079
2024-07-28,Europe,Blender,19,23.14,439.73,146.19,0.12
2024-07-28,APAC,Blender,42,105.84,4445.41,336.39,0.103
2024-07-28,APAC,Headphones,43,129.77,5580.01,89.87,0.066
2024-07-28,LATAM,Blender,10,125.73,1257.26,264.7,0.091
2024-07-28,LATAM,Camera,25,115.06,2876.62,332.87,0.033
2024-07-28,LATAM,Laptop,21,130.64,2743.51,220.87,0.095
2024-07-29,North America,Camera,8,34.84,278.7,111.66,0.129
2024-07-29,North America,Laptop,38,48.56,1845.39,207.31,0.062
2024-07-29,North America,Headphones,21,140.56,2951.86,283.92,0.086
2024-07-29,Europe,Book,30,128.49,3854.83,375.23,0.097
2024-07-29,Europe,Camera,30,28.7,860.89,312.31,0.109
2024-07-29,Europe,Headphones,18,132.26,2380.66,123.1,0.09
2024-07-29,Europe,Smartwatch,44,44.77,1969.79,212.6,0.045
2024-07-29,APAC,Smartwatch,56,22.81,1277.21,355.56,0.043
2024-07-29,APAC,Camera,58,92.08,5340.44,383.08,0.119
2024-07-29,LATAM,Smartwatch,33,45.13,1489.33,266.35,0.03
2024-07-29,LATAM,Blender,32,113.88,3644.12,85.19,0.081
2024-07-30,North America,Laptop,35,30.15,1055.22,120.46,0.057
2024-07-30,North America,Blender,54,135.25,7303.46,308.21,0.095
2024-07-30,North America,Smartwatch,38,37.36,1419.57,216.18,0.088
2024-07-30,Europe,Laptop,46,64.16,2951.35,361.74,0.049
2024-07-30,Europe,Shoes,11,111.25,1223.8,57.67,0.098
2024-07-30,Europe,Blender,41,70.54,2892.07,142.87,0.072
2024-07-30,APAC,Camera,51,27.35,1394.86,102.17,0.034
2024-07-30,APAC,Shoes,17,102.18,1737.11,266.68,0.038
2024-07-30,LATAM,Shoes,59,92.22,5440.93,289.92,0.121
2024-07-30,LATAM,Blender,8,80.79,646.31,289.16,0.139
2024-07-30,LATAM,Camera,40,143.02,5720.73,340.52,0.107
2024-07-31,North America,Shoes,8,100.63,805.07,153.99,0.048
2024-07-31,North America,Book,18,69.83,1257.01,105.8,0.052
2024-07-31,North America,Laptop,58,86.92,5041.12,78.07,0.109
2024-07-31,North America,Headphones,49,95.37,4673.22,360.21,0.072
2024-07-31,Europe,Camera,45,50.65,2279.43,87.84,0.102
2024-07-31,Europe,Laptop,28,15.01,420.23,175.33,0.064
2024-07-31,Europe,Book,10,114.12,1141.17,135.07,0.146
2024-07-31,APAC,Blender,45,130.7,5881.65,57.45,0.147
2024-07-31,APAC,Shoes,34,95.89,3260.24,135.3,0.057
2024-07-31,LATAM,Shoes,13,83.07,1079.96,346.57,0.094
2024-07-31,LATAM,Headphones,46,86.35,3971.96,191.63,0.048
2024-07-31,LATAM,Smartwatch,41,65.75,2695.62,72.08,0.111
2024-08-01,North America,Shoes,42,131.56,5525.35,266.45,0.038
2024-08-01,North America,Book,57,56.84,3239.71,377.65,0.139
2024-08-01,North America,Camera,13,62.01,806.15,187.74,0.103
2024-08-01,North America,Blender,13,31.73,412.46,377.16,0.05
2024-08-01,Europe,Smartwatch,32,85.23,2727.39,157.34,0.081
2024-08-01,Europe,Shoes,19,62.08,1179.5,190.59,0.041
2024-08-01,Europe,Book,23,149.68,3442.67,265.73,0.097
2024-08-01,APAC,Smartwatch,15,46.16,692.44,98.69,0.037
2024-08-01,APAC,Headphones,52,101.62,5284.47,295.51,0.096
2024-08-01,APAC,Blender,42,136.06,5714.63,294.54,0.123
2024-08-01,APAC,Book,45,127.01,5715.24,275.38,0.088
2024-08-01,LATAM,Shoes,49,120.12,5885.85,354.52,0.138
2024-08-01,LATAM,Laptop,10,13.76,137.65,159.34,0.092
2024-08-02,North America,Laptop,55,123.29,6780.73,261.75,0.125
2024-08-02,North America,Headphones,5,36.0,179.98,296.58,0.136
2024-08-02,North America,Blender,38,22.02,836.87,175.58,0.055
2024-08-02,North America,Book,34,12.89,438.34,163.36,0.031
2024-08-02,Europe,Laptop,8,36.9,295.23,395.68,0.115
2024-08-02,Europe,Blender,44,96.37,4240.23,300.29,0.062
2024-08-02,Europe,Smartwatch,58,82.51,4785.65,353.74,0.12
2024-08-02,APAC,Shoes,24,118.57,2845.65,64.71,0.04
2024-08-02,APAC,Book,59,38.75,2285.97,363.64,0.097
2024-08-02,APAC,Blender,58,22.54,1307.4,290.72,0.14
2024-08-02,APAC,Camera,47,149.61,7031.54,175.78,0.033
2024-08-02,LATAM,Camera,53,17.17,910.25,53.07,0.035
2024-08-02,LATAM,Smartwatch,40,70.44,2817.7,82.16,0.066
2024-08-02,LATAM,Headphones,39,62.85,2451.07,319.44,0.122
2024-08-02,LATAM,Laptop,50,58.13,2906.29,246.9,0.144
2024-08-03,North America,Headphones,23,108.72,2500.64,360.42,0.088
2024-08-03,North America,Smartwatch,52,74.39,3868.12,79.35,0.118
2024-08-03,North America,Shoes,29,113.37,3287.62,109.88,0.077
2024-08-03,Europe,Laptop,33,46.13,1522.15,274.06,0.084
2024-08-03,Europe,Smartwatch,27,13.4,361.71,174.04,0.078
2024-08-03,Europe,Book,55,68.3,3756.23,152.62,0.045
2024-08-03,APAC,Laptop,24,81.93,1966.42,103.29,0.112
2024-08-03,APAC,Book,13,141.8,1843.46,319.4,0.046
2024-08-03,APAC,Shoes,58,12.66,734.52,210.27,0.137
2024-08-03,APAC,Smartwatch,5,127.21,636.07,254.67,0.061
2024-08-03,LATAM,Camera,51,136.33,6952.96,338.18,0.058
2024-08-03,LATAM,Book,58,22.86,1326.1,177.56,0.131
2024-08-04,North America,Shoes,39,128.06,4994.29,204.11,0.038
2024-08-04,North America,Laptop,57,41.22,2349.73,318.84,0.107
2024-08-04,North America,Blender,23,114.87,2642.06,211.68,0.045
2024-08-04,Europe,Smartwatch,16,26.99,431.83,301.19,0.111
2024-08-04,Europe,Camera,15,110.68,1660.27,332.57,0.075
